Row ID,Order ID,Order Status,Order_Purchase_Date,Order_Delivered_Date,Order_Estimated_Delivery_Date),Ship Mode,VendorID,Customer ID,Segment,State,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
9928,CA-2015-159534,delivered,12/20/2017,1/4/2018,1/15/2018,First Class,VEN03,DH-13075,#N/A,#N/A,OFF-ST-10001172,Office Supplies,Storage,"Tennsco Lockers, Sand",83.92,4,0,20.1408
3063,CA-2015-145184,delivered,5/19/2018,6/4/2018,6/5/2018,First Class,VEN03,JD-16150,Corporate,Minnesota,TEC-PH-10002350,Technology,Phones,Apple EarPods with Remote and Mic,83.97,3,0,23.5116
8740,US-2017-131961,delivered,5/8/2017,5/15/2017,5/29/2017,First Class,VEN04,MJ-17740,Consumer,Washington,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,83.988,2,0.4,-20.997
6937,CA-2016-129847,delivered,7/4/2018,7/9/2018,8/9/2018,First Class,VEN04,TA-21385,#N/A,#N/A,FUR-FU-10000277,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,84.272,2,0.6,-75.8448
5477,CA-2017-169691,delivered,3/6/2018,3/13/2018,3/16/2018,First Class,VEN02,Dp-13240,#N/A,#N/A,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",84.55,5,0,22.8285
2058,CA-2017-120376,delivered,9/11/2017,9/21/2017,9/28/2017,First Class,VEN02,TP-21130,Consumer,Pennsylvania,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,84.99,1,0,30.5964
5370,CA-2017-147403,shipped,1/21/2018,1/0/1900,2/22/2018,First Class,VEN05,KH-16630,Corporate,Oklahoma,OFF-PA-10003302,Office Supplies,Paper,Xerox 1906,85.056,3,0.2,28.7064
9881,CA-2015-104297,delivered,3/9/2018,3/16/2018,3/21/2018,First Class,VEN02,CC-12100,#N/A,#N/A,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,85.056,3,0.2,28.7064
5930,US-2017-169551,delivered,11/23/2017,12/1/2017,12/13/2017,First Class,VEN04,RL-19615,Consumer,Alabama,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,87.21,3,0.5,-45.3492
5354,US-2016-101616,delivered,7/26/2018,8/7/2018,8/24/2018,First Class,VEN05,CY-12745,#N/A,#N/A,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,87.28,8,0,41.0216
2476,CA-2016-114972,delivered,8/1/2018,8/3/2018,8/6/2018,First Class,VEN03,PF-19225,#N/A,#N/A,OFF-LA-10004545,Office Supplies,Labels,Avery 50,87.71,7,0,41.2237
9411,US-2017-110149,delivered,6/28/2018,7/12/2018,8/2/2018,First Class,VEN05,WB-21850,#N/A,#N/A,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",87.92,5,0.2,15.386
2311,US-2017-120418,delivered,8/15/2017,8/28/2017,9/6/2017,First Class,VEN04,BC-11125,#N/A,#N/A,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,88.04,5,0.2,6.603
9129,US-2017-147655,delivered,6/6/2018,6/18/2018,7/17/2018,First Class,VEN01,AS-10045,#N/A,#N/A,OFF-BI-10002931,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",88.074,7,0.7,-58.716
1399,CA-2016-124485,delivered,12/19/2017,12/26/2017,1/12/2018,First Class,VEN04,NC-18340,#N/A,#N/A,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,88.4,4,0,11.492
1928,CA-2017-121538,delivered,2/20/2018,3/14/2018,3/15/2018,First Class,VEN01,RH-19495,Consumer,Minnesota,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",88.768,2,0.2,31.0688
4974,US-2016-153815,delivered,6/7/2017,6/24/2017,6/30/2017,First Class,VEN03,KL-16555,Corporate,Colorado,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",88.768,2,0.2,31.0688
1727,CA-2015-127453,delivered,7/25/2018,7/30/2018,8/10/2018,First Class,VEN01,JK-15370,Consumer,California,OFF-AP-10003860,Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,88.832,4,0.2,7.7728
7449,CA-2017-115448,delivered,10/9/2017,10/25/2017,11/3/2017,First Class,VEN01,MH-18025,#N/A,#N/A,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",88.92,5,0.2,14.4495
8106,CA-2017-159149,delivered,6/11/2018,6/20/2018,7/13/2018,First Class,VEN05,CR-12820,#N/A,#N/A,FUR-BO-10001601,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",89.0664,1,0.32,-17.0274
9061,CA-2015-136420,delivered,3/1/2017,3/12/2017,3/30/2017,First Class,VEN01,CS-12250,Corporate,Louisiana,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",89.696,4,0.2,33.636
7229,CA-2014-157546,delivered,3/5/2018,3/15/2018,3/21/2018,First Class,VEN02,RD-19720,#N/A,#N/A,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,89.712,6,0.2,30.2778
931,CA-2017-144932,delivered,11/23/2017,12/9/2017,12/18/2017,First Class,VEN04,AB-10165,Consumer,California,OFF-AR-10001468,Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",89.856,3,0.2,21.3408
6462,US-2017-133361,delivered,12/9/2017,12/20/2017,1/8/2018,First Class,VEN04,AJ-10780,Corporate,Virginia,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,89.97,3,0,18.8937
8964,CA-2016-157280,delivered,7/15/2018,7/23/2018,7/30/2018,First Class,VEN01,LW-17125,#N/A,#N/A,TEC-AC-10000057,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,89.97,3,0,18.8937
9726,CA-2017-142293,delivered,7/30/2018,8/6/2018,8/13/2018,First Class,VEN03,SC-20380,#N/A,#N/A,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,89.97,3,0,37.7874
5288,CA-2017-105991,delivered,2/7/2018,2/15/2018,3/6/2018,First Class,VEN01,LH-17020,Consumer,Ohio,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,89.991,3,0.7,-152.9847
4621,CA-2017-145219,delivered,8/16/2018,8/22/2018,9/6/2018,First Class,VEN04,RM-19675,Home Office,Louisiana,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,90.48,3,0.2,33.93
2078,CA-2017-140676,delivered,1/23/2017,1/30/2017,3/6/2017,First Class,VEN01,BF-11080,#N/A,#N/A,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,90.86,7,0,26.3494
7968,CA-2016-157707,delivered,7/30/2017,8/11/2017,8/29/2017,First Class,VEN02,CC-12610,#N/A,#N/A,FUR-BO-10001567,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",90.882,3,0.7,-190.8522
5722,CA-2015-138674,delivered,5/4/2018,5/28/2018,6/4/2018,First Class,VEN02,KB-16585,Corporate,Nebraska,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,91.176,3,0.2,4.5588
8995,CA-2014-109043,delivered,6/18/2018,6/25/2018,7/5/2018,First Class,VEN03,CS-12355,#N/A,#N/A,OFF-PA-10000312,Office Supplies,Paper,Xerox 1955,91.36,5,0.2,29.692
1453,CA-2016-133711,delivered,12/17/2017,12/22/2017,1/19/2018,First Class,VEN05,MC-17425,#N/A,#N/A,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,91.68,3,0,45.84
2079,CA-2017-140676,delivered,1/23/2017,1/30/2017,3/6/2017,First Class,VEN01,BF-11080,#N/A,#N/A,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,94.85,5,0,45.528
4025,CA-2017-130764,delivered,5/4/2017,5/22/2017,5/29/2017,First Class,VEN04,JO-15145,#N/A,#N/A,TEC-PH-10003215,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,95.84,4,0.2,34.742
9445,CA-2015-104052,delivered,3/31/2017,4/19/2017,5/3/2017,First Class,VEN02,TP-21565,#N/A,#N/A,TEC-PH-10003215,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,95.84,4,0.2,34.742
1657,US-2017-132444,delivered,7/2/2017,7/18/2017,7/31/2017,First Class,VEN01,CD-12280,#N/A,#N/A,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,95.94,3,0,9.594
1010,CA-2017-135034,delivered,6/8/2017,6/19/2017,7/7/2017,First Class,VEN01,AT-10735,Consumer,Washington,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,95.984,2,0.2,5.999
1365,US-2017-155425,delivered,11/26/2017,12/29/2017,12/19/2017,First Class,VEN03,AB-10600,#N/A,#N/A,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,95.994,2,0.7,-63.996
4945,CA-2016-151372,delivered,8/10/2017,8/17/2017,9/1/2017,First Class,VEN01,JH-15985,Consumer,Michigan,OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,96.08,2,0,46.1184
4256,CA-2017-163160,delivered,12/26/2017,1/3/2018,1/26/2018,First Class,VEN05,TS-21610,Consumer,Arizona,OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,96.784,4,0.8,-145.176
8648,US-2015-131842,delivered,12/3/2017,12/21/2017,1/8/2018,First Class,VEN05,RR-19525,#N/A,#N/A,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",97.424,2,0.2,10.9602
2280,CA-2017-142622,delivered,2/24/2017,3/9/2017,3/23/2017,First Class,VEN04,JK-15625,#N/A,#N/A,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,97.568,2,0.2,-6.098
698,CA-2015-119291,delivered,1/8/2018,1/17/2018,2/1/2018,First Class,VEN01,JO-15550,Home Office,Pennsylvania,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",97.696,4,0.2,31.7512
5793,CA-2017-140186,delivered,8/14/2018,8/29/2018,9/11/2018,First Class,VEN02,PG-18820,Consumer,California,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",97.84,2,0,25.4384
4186,CA-2016-111493,delivered,2/9/2018,2/26/2018,3/7/2018,First Class,VEN02,CM-12160,#N/A,#N/A,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,98.16,6,0,9.816
9023,US-2016-141880,delivered,3/15/2018,3/17/2018,3/27/2018,First Class,VEN04,TC-21475,#N/A,#N/A,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,98.328,3,0.2,9.8328
6538,CA-2014-169684,delivered,5/21/2017,5/26/2017,6/13/2017,First Class,VEN01,FH-14365,Corporate,Pennsylvania,OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",98.352,3,0.2,-24.588
8194,CA-2015-141327,delivered,8/26/2017,8/31/2017,9/15/2017,First Class,VEN03,LR-16915,Consumer,California,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,98.352,3,0.2,9.8352
317,CA-2014-164259,delivered,10/28/2017,11/13/2017,11/22/2017,First Class,VEN02,SP-20860,Corporate,California,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",99.136,4,0.2,8.6744
377,US-2016-134656,delivered,7/8/2017,7/13/2017,7/28/2017,First Class,VEN02,MM-18280,Corporate,Illinois,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,99.136,4,0.2,30.98
7663,US-2017-141509,delivered,6/11/2018,6/13/2018,6/20/2018,First Class,VEN04,SC-20575,#N/A,#N/A,OFF-AR-10002067,Office Supplies,Art,Newell 334,99.2,5,0,25.792
1685,CA-2017-149489,delivered,3/10/2017,3/21/2017,3/31/2017,First Class,VEN01,DK-12835,#N/A,#N/A,OFF-AP-10002495,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",99.28,2,0.2,12.41
3543,CA-2016-157511,delivered,5/10/2018,5/17/2018,6/4/2018,First Class,VEN03,SV-20365,Consumer,Delaware,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",99.372,2,0.3,-7.098
676,CA-2017-130351,delivered,8/21/2017,8/28/2017,9/11/2017,First Class,VEN05,RB-19570,Consumer,Indiana,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,99.39,3,0,40.7499
4345,CA-2017-105410,delivered,11/25/2017,12/11/2017,12/22/2017,First Class,VEN01,ND-18370,#N/A,#N/A,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,99.54,2,0,10.9494
3262,CA-2014-140662,delivered,6/18/2018,7/6/2018,7/24/2018,First Class,VEN04,TS-21205,Corporate,New Jersey,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,99.98,2,0,7.9984
6805,CA-2014-152233,delivered,3/6/2018,3/20/2018,4/17/2018,First Class,VEN03,KH-16510,Consumer,California,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,99.98,2,0,34.993
7411,CA-2014-103058,delivered,9/20/2017,9/27/2017,10/5/2017,First Class,VEN01,AG-10270,Consumer,Utah,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,99.98,2,0,7.9984
330,US-2016-141544,delivered,8/16/2018,8/24/2018,9/4/2018,First Class,VEN03,PO-18850,Consumer,Pennsylvania,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,100.24,10,0.2,33.831
1860,CA-2015-121608,delivered,4/6/2017,5/8/2017,5/10/2017,First Class,VEN02,JB-15400,Corporate,Florida,TEC-PH-10004959,Technology,Phones,Classic Ivory Antique Telephone ZL1810,100.49,1,0,25.1225
9012,CA-2015-137071,delivered,1/18/2018,2/6/2018,2/19/2018,First Class,VEN01,ED-13885,#N/A,#N/A,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,100.8,2,0.2,21.42
2763,CA-2017-126536,delivered,9/30/2017,10/11/2017,11/6/2017,First Class,VEN05,NK-18490,Home Office,Washington,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,101.84,5,0.2,36.917
3153,CA-2015-147830,delivered,5/29/2017,6/22/2017,7/3/2017,First Class,VEN02,NF-18385,Consumer,Illinois,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,101.988,2,0.4,-16.998
9615,CA-2014-128524,delivered,8/12/2018,8/17/2018,8/23/2018,First Class,VEN03,MZ-17515,Corporate,California,TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard,102.13,7,0,15.3195
8577,CA-2017-106747,delivered,6/10/2017,6/30/2017,7/3/2017,First Class,VEN05,TS-21505,#N/A,#N/A,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,102.3,1,0,26.598
7926,CA-2016-125843,delivered,7/14/2017,7/29/2017,8/7/2017,First Class,VEN05,RF-19840,Consumer,New York,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,103.6,7,0,51.8
8418,CA-2017-118199,delivered,5/8/2018,5/11/2018,5/30/2018,First Class,VEN04,LB-16795,#N/A,#N/A,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,104.28,3,0,26.07
5969,CA-2014-141726,delivered,8/6/2018,8/21/2018,8/23/2018,First Class,VEN01,CC-12145,Consumer,California,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,104.85,1,0,50.328
3064,CA-2015-145184,delivered,5/19/2018,6/4/2018,6/5/2018,First Class,VEN04,JD-16150,Corporate,Minnesota,TEC-AC-10000397,Technology,Accessories,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",104.97,3,0,7.3479
155,CA-2015-124919,delivered,7/31/2017,8/14/2017,9/1/2017,First Class,VEN03,SP-20650,Corporate,California,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,105.52,4,0,48.5392
3547,CA-2017-155292,delivered,7/31/2018,8/6/2018,8/15/2018,First Class,VEN04,RD-19810,Home Office,California,OFF-ST-10004963,Office Supplies,Storage,Eldon Gobal File Keepers,105.98,7,0,4.2392
2512,CA-2015-102722,delivered,3/1/2018,3/21/2018,3/28/2018,First Class,VEN03,KW-16570,#N/A,#N/A,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,106.5,6,0,41.535
6543,US-2017-107888,delivered,7/28/2018,8/7/2018,8/22/2018,First Class,VEN03,CC-12220,#N/A,#N/A,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,107.88,3,0.2,10.788
2829,CA-2016-124149,delivered,7/5/2018,7/11/2018,7/19/2018,First Class,VEN02,MJ-17740,Consumer,Washington,OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards,108.336,6,0.2,37.9176
2217,CA-2017-129378,delivered,10/17/2017,10/23/2017,11/3/2017,First Class,VEN04,NS-18505,#N/A,#N/A,FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",108.608,4,0.2,9.5032
5465,CA-2014-146591,delivered,8/21/2017,9/13/2017,9/18/2017,First Class,VEN05,TS-21340,#N/A,#N/A,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",108.72,5,0.2,36.693
1754,CA-2017-116715,delivered,7/24/2018,7/30/2018,8/28/2018,First Class,VEN04,VW-21775,Corporate,Ohio,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,109.92,2,0,53.8608
3378,CA-2016-100671,delivered,7/31/2018,8/9/2018,8/27/2018,First Class,VEN04,CS-12490,#N/A,#N/A,OFF-ST-10004950,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",111.672,9,0.2,6.9795
5427,CA-2016-153598,delivered,6/28/2018,7/5/2018,7/20/2018,First Class,VEN01,NM-18520,#N/A,#N/A,FUR-FU-10001085,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,111.9,6,0,51.474
4361,CA-2016-127642,delivered,5/12/2018,6/4/2018,6/7/2018,First Class,VEN03,CP-12340,Corporate,New York,OFF-PA-10000565,Office Supplies,Paper,Easy-staple paper,111.96,2,0,54.8604
5658,CA-2016-145261,delivered,12/2/2017,12/14/2017,12/27/2017,First Class,VEN05,AH-10120,#N/A,#N/A,TEC-AC-10000991,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,112.776,3,0.2,-8.4582
6812,CA-2017-156237,delivered,6/13/2017,6/27/2017,7/18/2017,First Class,VEN01,PS-18760,#N/A,#N/A,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,113.372,2,0.3,-29.1528
4767,CA-2015-123155,delivered,10/1/2017,10/21/2017,10/27/2017,First Class,VEN03,NS-18640,#N/A,#N/A,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,113.52,5,0.2,29.799
1223,CA-2016-126004,delivered,8/2/2018,8/8/2018,8/16/2018,First Class,VEN04,BM-11140,Consumer,Texas,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",113.79,3,0,20.4822
4426,CA-2017-159464,delivered,1/8/2018,1/22/2018,2/7/2018,First Class,VEN01,TB-21355,#N/A,#N/A,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,113.94,6,0,54.6912
2343,US-2014-143231,delivered,2/22/2018,3/15/2018,3/15/2018,First Class,VEN05,GM-14455,Home Office,Texas,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,113.97,3,0,27.3528
3074,CA-2016-125206,delivered,8/8/2018,8/10/2018,8/16/2018,First Class,VEN02,LR-16915,Consumer,California,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,114.46,2,0,28.615
7732,CA-2017-140508,delivered,1/10/2018,1/19/2018,2/7/2018,First Class,VEN01,PA-19060,Home Office,Illinois,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,114.848,4,0.2,35.89
123,CA-2016-103730,delivered,2/25/2018,3/7/2018,3/28/2018,First Class,VEN05,SC-20725,Consumer,Delaware,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,115.02,9,0,51.759
8705,CA-2016-111318,delivered,5/4/2018,5/10/2018,5/14/2018,First Class,VEN04,IL-15100,#N/A,#N/A,TEC-PH-10004100,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,115.136,8,0.2,11.5136
6140,US-2015-113593,delivered,2/6/2018,2/15/2018,2/22/2018,First Class,VEN04,NC-18415,#N/A,#N/A,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,115.44,3,0,30.0144
6273,CA-2017-149706,delivered,6/12/2018,6/19/2018,7/16/2018,First Class,VEN01,AS-10285,Corporate,California,TEC-AC-10001284,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,116.312,7,0.2,23.2624
1407,US-2014-118486,delivered,12/11/2017,12/27/2017,1/15/2018,First Class,VEN04,SD-20485,Home Office,New York,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,116.784,2,0.2,21.897
8066,CA-2016-132997,delivered,6/23/2018,7/3/2018,7/27/2018,First Class,VEN03,LW-17215,#N/A,#N/A,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",116.82,3,0,5.841
3339,US-2017-109253,delivered,9/21/2017,9/27/2017,10/20/2017,First Class,VEN03,PR-18880,#N/A,#N/A,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",117.144,9,0.2,42.4647
9024,CA-2015-165799,delivered,7/23/2018,7/31/2018,8/14/2018,First Class,VEN03,SG-20470,#N/A,#N/A,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,117.882,1,0.1,1.3098
7653,CA-2017-110821,delivered,1/21/2018,2/6/2018,2/15/2018,First Class,VEN01,CK-12205,Consumer,Pennsylvania,OFF-ST-10002790,Office Supplies,Storage,Safco Industrial Shelving,118.16,2,0.2,-25.109
6368,CA-2017-144848,delivered,7/11/2018,7/13/2018,7/19/2018,First Class,VEN03,DS-13030,Home Office,Washington,TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,119.02,2,0,33.3256
6189,CA-2015-138954,delivered,8/22/2018,8/30/2018,9/12/2018,First Class,VEN05,MH-17785,Corporate,California,OFF-AR-10001955,Office Supplies,Art,Newell 319,119.04,6,0,35.712
7652,CA-2017-110821,delivered,1/21/2018,2/6/2018,2/15/2018,First Class,VEN02,CK-12205,Consumer,Pennsylvania,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,119.448,3,0.2,-13.4379
6343,CA-2015-146255,delivered,10/12/2017,10/27/2017,11/22/2017,First Class,VEN05,EM-14140,#N/A,#N/A,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,119.85,3,0,52.734
708,CA-2014-112158,delivered,8/9/2017,8/15/2017,8/22/2017,First Class,VEN04,DP-13165,Consumer,New York,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,119.96,4,0,52.7824
1862,US-2017-121251,delivered,2/1/2018,2/5/2018,2/19/2018,First Class,VEN03,GM-14440,Consumer,California,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),119.96,4,0,33.5888
3160,US-2016-162677,delivered,11/25/2017,12/5/2017,12/27/2017,First Class,VEN02,DB-13210,Consumer,Pennsylvania,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,119.976,3,0.2,-17.9964
8958,CA-2017-105620,delivered,1/14/2018,1/20/2018,2/5/2018,First Class,VEN03,JH-15430,#N/A,#N/A,TEC-MA-10004626,Technology,Machines,Lexmark 20R1285 X6650 Wireless All-in-One Printer,120,2,0.5,-7.2
7970,CA-2016-157707,delivered,7/30/2017,8/11/2017,8/29/2017,First Class,VEN02,CC-12610,#N/A,#N/A,FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",120.784,1,0.2,13.5882
9201,CA-2016-152688,delivered,9/6/2017,9/25/2017,10/9/2017,First Class,VEN04,NR-18550,#N/A,#N/A,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,120.98,1,0,12.098
8892,CA-2016-162159,delivered,4/26/2018,5/15/2018,6/1/2018,First Class,VEN02,CR-12625,Home Office,New Jersey,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",121.78,2,0,30.445
1889,CA-2014-142587,delivered,2/3/2017,2/23/2017,3/6/2017,First Class,VEN02,TB-21520,Consumer,Michigan,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,121.792,4,0.2,13.7016
9879,US-2017-166324,delivered,8/3/2018,8/7/2018,8/9/2018,First Class,VEN05,BE-11455,#N/A,#N/A,TEC-PH-10004080,Technology,Phones,Avaya 5410 Digital phone,122.382,3,0.4,-24.4764
1155,CA-2014-136567,delivered,4/18/2018,4/20/2018,5/9/2018,First Class,VEN04,PS-19045,#N/A,#N/A,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",122.48,2,0,0
4637,CA-2017-168228,delivered,1/2/2018,1/9/2018,1/31/2018,First Class,VEN02,AP-10915,Consumer,Florida,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",123.92,4,0,33.4584
8012,US-2015-136427,delivered,5/5/2018,5/16/2018,6/1/2018,First Class,VEN03,JM-16195,#N/A,#N/A,TEC-PH-10002070,Technology,Phones,Griffin GC36547 PowerJolt SE Lightning Charger,125.944,7,0.2,15.743
8510,CA-2015-135853,delivered,10/24/2017,10/26/2017,11/6/2017,First Class,VEN04,CA-12775,Consumer,Florida,TEC-PH-10003691,Technology,Phones,BlackBerry Q10,125.99,1,0,31.4975
511,CA-2017-135307,delivered,1/13/2018,2/2/2018,2/14/2018,First Class,VEN01,LS-17245,Consumer,Missouri,FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,126.3,3,0,40.416
5548,CA-2017-151008,delivered,8/3/2018,8/7/2018,8/21/2018,First Class,VEN05,JM-16195,#N/A,#N/A,TEC-PH-10002807,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,126.56,4,0.2,47.46
